timestamp_seconds,datetime_utc,latitude,longitude,altitude_m_agl,altitude_m_msl,heading_deg,pitch_deg,roll_deg,gimbal_pitch_deg,ground_speed_mps
478,2026-04-15T14:07:58Z,38.313633,-89.797764,41.25,191.25,357.69,-1.78,2.70,-45.41,9.15
479,2026-04-15T14:07:59Z,38.313734,-89.797738,39.64,189.64,357.69,0.62,-0.11,-45.52,9.76
480,2026-04-15T14:08:00Z,38.313818,-89.797783,40.23,190.23,357.69,-0.24,-0.34,-44.45,10.33
481,2026-04-15T14:08:01Z,38.313904,-89.797775,39.97,189.97,357.69,-0.07,-0.17,-45.16,10.59
482,2026-04-15T14:08:02Z,38.313995,-89.797788,39.54,189.54,357.69,-0.85,0.14,-45.48,10.34
483,2026-04-15T14:08:03Z,38.314077,-89.797786,40.70,190.70,357.69,-1.01,-0.64,-45.33,9.83
484,2026-04-15T14:08:04Z,38.314181,-89.797790,39.95,189.95,357.69,0.54,0.47,-44.79,9.80
485,2026-04-15T14:08:05Z,38.314274,-89.797792,40.61,190.61,357.69,2.23,-0.12,-44.73,10.19
486,2026-04-15T14:08:06Z,38.314352,-89.797795,40.41,190.41,357.69,2.24,0.04,-43.42,9.85
487,2026-04-15T14:08:07Z,38.314439,-89.797803,39.75,189.75,357.69,0.96,-0.11,-45.46,10.40
488,2026-04-15T14:08:08Z,38.314538,-89.797796,40.42,190.42,357.69,-0.67,0.15,-44.87,9.98
489,2026-04-15T14:08:09Z,38.314630,-89.797814,40.87,190.87,357.69,2.27,2.09,-44.05,9.75
490,2026-04-15T14:08:10Z,38.314735,-89.797807,39.84,189.84,357.69,-1.01,1.26,-46.48,9.79
491,2026-04-15T14:08:11Z,38.314795,-89.797800,40.51,190.51,357.69,1.39,1.16,-45.19,10.17
492,2026-04-15T14:08:12Z,38.314884,-89.797808,40.22,190.22,357.69,0.21,-0.70,-45.12,9.45
493,2026-04-15T14:08:13Z,38.314984,-89.797821,39.90,189.90,357.69,1.01,0.73,-46.43,9.54
494,2026-04-15T14:08:14Z,38.315081,-89.797822,39.92,189.92,357.69,-1.15,-2.63,-44.48,10.08
495,2026-04-15T14:08:15Z,38.315166,-89.797832,39.88,189.88,357.69,0.24,-0.09,-44.13,9.90
496,2026-04-15T14:08:16Z,38.315253,-89.797858,40.07,190.07,357.69,-3.80,-1.65,-45.44,9.48
497,2026-04-15T14:08:17Z,38.315340,-89.797863,39.89,189.89,357.69,1.24,0.01,-44.08,10.49
498,2026-04-15T14:08:18Z,38.315433,-89.797860,40.34,190.34,357.69,0.50,-0.04,-45.36,9.57
499,2026-04-15T14:08:19Z,38.315522,-89.797842,39.21,189.21,357.69,-0.43,-1.11,-44.96,10.11
500,2026-04-15T14:08:20Z,38.315619,-89.797860,40.12,190.12,357.69,-0.90,0.63,-46.74,10.57
501,2026-04-15T14:08:21Z,38.315710,-89.797886,40.32,190.32,357.69,0.25,-2.18,-44.98,9.81
502,2026-04-15T14:08:22Z,38.315803,-89.797862,39.99,189.99,357.69,1.72,1.10,-45.62,10.00
503,2026-04-15T14:08:23Z,38.315881,-89.797881,39.98,189.98,357.69,-3.24,-0.33,-44.75,9.54
504,2026-04-15T14:08:24Z,38.315977,-89.797866,39.35,189.35,357.69,-2.16,0.37,-45.10,9.79
505,2026-04-15T14:08:25Z,38.316061,-89.797882,39.65,189.65,357.69,2.37,1.22,-45.18,9.59
506,2026-04-15T14:08:26Z,38.316142,-89.797890,40.29,190.29,357.69,1.51,1.84,-45.08,10.07
507,2026-04-15T14:08:27Z,38.316241,-89.797897,39.79,189.79,357.69,-0.64,-2.52,-44.54,10.36
508,2026-04-15T14:08:28Z,38.316334,-89.797902,39.02,189.02,357.69,1.04,-1.71,-44.85,10.47
509,2026-04-15T14:08:29Z,38.316415,-89.797917,38.95,188.95,357.69,1.32,-0.46,-45.06,10.31
510,2026-04-15T14:08:30Z,38.316531,-89.797914,39.41,189.41,357.69,0.82,-0.45,-46.43,10.05
511,2026-04-15T14:08:31Z,38.316598,-89.797902,40.36,190.36,357.69,-1.83,-1.48,-45.03,9.33
512,2026-04-15T14:08:32Z,38.316714,-89.797918,40.03,190.03,357.69,3.88,-0.90,-45.51,9.68
513,2026-04-15T14:08:33Z,38.316786,-89.797935,40.40,190.40,357.69,-1.26,-0.89,-46.89,10.00
514,2026-04-15T14:08:34Z,38.316869,-89.797950,39.77,189.77,357.69,-0.88,-0.87,-45.84,9.80
515,2026-04-15T14:08:35Z,38.316975,-89.797912,39.92,189.92,357.69,-0.46,-0.45,-45.83,10.46
516,2026-04-15T14:08:36Z,38.317060,-89.797926,39.35,189.35,357.69,-0.78,-1.35,-45.03,10.06
517,2026-04-15T14:08:37Z,38.317127,-89.797943,40.94,190.94,357.69,-1.70,0.83,-44.91,10.17
518,2026-04-15T14:08:38Z,38.317231,-89.797949,40.00,190.00,357.69,-0.26,1.11,-44.18,9.76
519,2026-04-15T14:08:39Z,38.317312,-89.797953,40.80,190.80,357.69,0.55,2.41,-43.79,10.72
520,2026-04-15T14:08:40Z,38.317412,-89.797975,39.97,189.97,357.69,0.20,2.62,-44.75,9.49
521,2026-04-15T14:08:41Z,38.317496,-89.797970,39.02,189.02,357.69,2.44,1.28,-45.13,9.24
522,2026-04-15T14:08:42Z,38.317592,-89.797962,39.99,189.99,357.69,0.59,-2.97,-43.94,10.56
523,2026-04-15T14:08:43Z,38.317666,-89.797970,39.31,189.31,357.69,-1.89,-2.07,-46.05,10.02
524,2026-04-15T14:08:44Z,38.317780,-89.797972,40.33,190.33,357.69,0.36,0.86,-45.97,10.54
525,2026-04-15T14:08:45Z,38.317862,-89.797988,40.28,190.28,357.69,1.45,-0.04,-44.10,10.36
526,2026-04-15T14:08:46Z,38.317951,-89.797986,40.25,190.25,357.69,3.31,1.09,-46.10,10.29
527,2026-04-15T14:08:47Z,38.318034,-89.797999,40.04,190.04,357.69,2.04,-0.44,-44.36,9.56
528,2026-04-15T14:08:48Z,38.318134,-89.797985,39.48,189.48,357.69,-0.64,-0.15,-44.88,9.99
529,2026-04-15T14:08:49Z,38.318228,-89.797999,40.41,190.41,357.69,2.46,-4.97,-45.64,10.13
530,2026-04-15T14:08:50Z,38.318323,-89.798027,40.74,190.74,357.69,-3.06,1.09,-46.05,10.03
531,2026-04-15T14:08:51Z,38.318394,-89.797986,39.81,189.81,357.69,3.01,1.39,-45.33,9.62
532,2026-04-15T14:08:52Z,38.318485,-89.798009,40.79,190.79,357.69,-1.91,1.91,-45.28,9.61
533,2026-04-15T14:08:53Z,38.318583,-89.798006,39.80,189.80,357.69,-0.32,1.86,-42.83,9.03
534,2026-04-15T14:08:54Z,38.318670,-89.798017,40.68,190.68,357.69,0.44,-2.97,-45.42,10.24
535,2026-04-15T14:08:55Z,38.318763,-89.798038,39.82,189.82,357.69,-0.39,-2.15,-46.89,10.68
536,2026-04-15T14:08:56Z,38.318851,-89.798032,39.57,189.57,357.69,0.43,0.26,-44.65,10.09
537,2026-04-15T14:08:57Z,38.318930,-89.798037,39.84,189.84,357.69,1.48,-1.09,-45.78,9.98
538,2026-04-15T14:08:58Z,38.319044,-89.798033,39.30,189.30,357.69,-1.85,-1.71,-46.33,9.88
539,2026-04-15T14:08:59Z,38.319114,-89.798016,40.51,190.51,357.69,1.63,-0.20,-44.60,10.55
540,2026-04-15T14:09:00Z,38.319212,-89.798056,39.42,189.42,357.69,-1.83,0.30,-44.35,10.36
541,2026-04-15T14:09:01Z,38.319307,-89.798044,39.40,189.40,357.69,-0.21,-1.47,-46.99,10.22
542,2026-04-15T14:09:02Z,38.319394,-89.798071,39.15,189.15,357.69,-1.80,-0.63,-44.93,10.70
543,2026-04-15T14:09:03Z,38.319481,-89.798069,39.65,189.65,357.69,-0.42,-0.03,-47.16,10.32
544,2026-04-15T14:09:04Z,38.319565,-89.798053,39.64,189.64,357.69,0.56,0.90,-44.67,9.62
545,2026-04-15T14:09:05Z,38.319655,-89.798058,40.81,190.81,357.69,-2.34,4.39,-46.33,10.47
546,2026-04-15T14:09:06Z,38.319739,-89.798068,39.95,189.95,357.69,1.97,1.40,-45.89,10.14
547,2026-04-15T14:09:07Z,38.319840,-89.798065,40.53,190.53,357.69,1.23,1.06,-45.51,10.45
548,2026-04-15T14:09:08Z,38.319918,-89.798076,39.77,189.77,357.69,-1.31,-0.57,-45.43,10.50
549,2026-04-15T14:09:09Z,38.320028,-89.798077,40.01,190.01,357.69,2.42,-2.64,-44.25,10.12
550,2026-04-15T14:09:10Z,38.320119,-89.798076,40.40,190.40,357.69,-0.81,0.99,-45.59,9.69
551,2026-04-15T14:09:11Z,38.320197,-89.798112,39.40,189.40,357.69,-0.64,-1.14,-45.19,10.14
552,2026-04-15T14:09:12Z,38.320292,-89.798102,40.09,190.09,357.69,-0.38,-0.02,-45.89,10.04
553,2026-04-15T14:09:13Z,38.320374,-89.798125,39.42,189.42,357.69,-0.60,1.70,-45.01,9.53
554,2026-04-15T14:09:14Z,38.320470,-89.798119,40.14,190.14,357.69,-0.13,-1.24,-46.17,10.68
555,2026-04-15T14:09:15Z,38.320561,-89.798124,40.36,190.36,357.69,-2.48,0.72,-46.29,9.60
556,2026-04-15T14:09:16Z,38.320654,-89.798106,39.70,189.70,357.69,2.09,-0.70,-43.40,10.08
557,2026-04-15T14:09:17Z,38.320735,-89.798133,40.05,190.05,357.69,1.70,1.33,-44.63,10.09
558,2026-04-15T14:09:18Z,38.320834,-89.798125,40.40,190.40,357.69,-1.62,0.31,-42.31,9.79
559,2026-04-15T14:09:19Z,38.320925,-89.798140,40.70,190.70,357.69,-0.38,0.60,-45.67,9.25
560,2026-04-15T14:09:20Z,38.321003,-89.798138,39.73,189.73,357.69,-1.63,-2.34,-45.97,9.69
561,2026-04-15T14:09:21Z,38.321097,-89.798129,39.67,189.67,357.69,2.41,-1.71,-44.91,9.52
562,2026-04-15T14:09:22Z,38.321179,-89.798154,40.19,190.19,357.69,1.91,1.00,-44.85,10.18
563,2026-04-15T14:09:23Z,38.321283,-89.798162,40.61,190.61,357.69,0.73,0.90,-46.48,10.21
564,2026-04-15T14:09:24Z,38.321357,-89.798153,40.07,190.07,357.69,0.16,-0.28,-43.74,10.23
565,2026-04-15T14:09:25Z,38.321460,-89.798151,40.60,190.60,357.69,0.48,1.09,-44.73,10.51
566,2026-04-15T14:09:26Z,38.321557,-89.798138,39.48,189.48,357.69,2.38,0.28,-45.43,9.70
567,2026-04-15T14:09:27Z,38.321631,-89.798158,40.28,190.28,357.69,-0.14,1.35,-43.35,10.80
568,2026-04-15T14:09:28Z,38.321714,-89.798185,40.14,190.14,357.69,-0.63,-0.99,-45.15,9.77
569,2026-04-15T14:09:29Z,38.321808,-89.798192,40.19,190.19,357.69,1.47,0.78,-44.58,10.05
570,2026-04-15T14:09:30Z,38.321913,-89.798193,39.75,189.75,357.69,1.40,0.97,-45.21,10.11
571,2026-04-15T14:09:31Z,38.321995,-89.798184,39.42,189.42,357.69,1.16,1.39,-44.01,10.34
572,2026-04-15T14:09:32Z,38.322095,-89.798213,40.11,190.11,357.69,-1.43,-0.20,-43.82,9.43
573,2026-04-15T14:09:33Z,38.322179,-89.798194,40.89,190.89,357.69,-1.42,-2.09,-45.87,10.10
574,2026-04-15T14:09:34Z,38.322267,-89.798218,40.22,190.22,357.69,-1.08,0.16,-44.48,10.12
575,2026-04-15T14:09:35Z,38.322350,-89.798197,39.64,189.64,357.69,2.19,0.48,-46.27,10.24
576,2026-04-15T14:09:36Z,38.322446,-89.798209,39.57,189.57,357.69,-0.57,1.30,-44.18,9.50
577,2026-04-15T14:09:37Z,38.322546,-89.798215,40.98,190.98,357.69,0.66,-0.36,-43.51,9.66
578,2026-04-15T14:09:38Z,38.322626,-89.798231,40.12,190.12,357.69,-1.31,1.39,-45.02,9.55
579,2026-04-15T14:09:39Z,38.322723,-89.798234,40.65,190.65,357.69,-2.94,-1.34,-46.40,9.93
580,2026-04-15T14:09:40Z,38.322792,-89.798223,40.18,190.18,357.69,-1.11,0.80,-46.47,10.24
581,2026-04-15T14:09:41Z,38.322891,-89.798235,39.71,189.71,357.69,-0.03,0.71,-44.70,10.04
582,2026-04-15T14:09:42Z,38.322993,-89.798243,40.33,190.33,357.69,0.36,0.20,-47.16,10.11
583,2026-04-15T14:09:43Z,38.323092,-89.798253,39.60,189.60,357.69,-1.97,2.62,-45.62,9.87
584,2026-04-15T14:09:44Z,38.323158,-89.798256,40.22,190.22,357.69,0.41,-1.16,-43.68,10.56
585,2026-04-15T14:09:45Z,38.323257,-89.798260,39.96,189.96,357.69,0.36,0.00,-44.98,10.05
586,2026-04-15T14:09:46Z,38.323361,-89.798224,40.09,190.09,357.69,-1.58,1.22,-46.62,9.63
587,2026-04-15T14:09:47Z,38.323432,-89.798256,40.09,190.09,357.69,2.76,1.19,-45.47,9.84
588,2026-04-15T14:09:48Z,38.323531,-89.798267,39.74,189.74,357.69,1.77,-0.84,-45.07,9.84
589,2026-04-15T14:09:49Z,38.323623,-89.798266,40.12,190.12,357.69,3.50,1.23,-47.37,9.73
590,2026-04-15T14:09:50Z,38.323715,-89.798289,39.31,189.31,357.69,1.89,-0.41,-44.79,9.72
591,2026-04-15T14:09:51Z,38.323779,-89.798267,39.87,189.87,357.69,0.49,0.73,-44.91,9.48
592,2026-04-15T14:09:52Z,38.323895,-89.798277,40.75,190.75,357.69,0.16,1.30,-43.84,9.98
593,2026-04-15T14:09:53Z,38.323970,-89.798267,40.06,190.06,357.69,0.66,-1.28,-46.65,10.00
594,2026-04-15T14:09:54Z,38.324082,-89.798281,39.54,189.54,357.69,0.94,-0.73,-43.57,10.05
595,2026-04-15T14:09:55Z,38.324149,-89.798286,39.68,189.68,357.69,2.32,0.71,-45.49,10.20
596,2026-04-15T14:09:56Z,38.324245,-89.798294,39.79,189.79,357.69,2.64,2.10,-45.66,9.84
597,2026-04-15T14:09:57Z,38.324321,-89.798322,39.44,189.44,357.69,-0.11,-2.08,-44.85,9.89
598,2026-04-15T14:09:58Z,38.324396,-89.798310,40.80,190.80,357.69,-4.32,0.25,-44.30,9.51
599,2026-04-15T14:09:59Z,38.324509,-89.798313,40.65,190.65,357.69,0.90,-1.85,-44.83,10.68
600,2026-04-15T14:10:00Z,38.324593,-89.798321,39.88,189.88,357.69,2.30,-0.34,-46.48,9.77
601,2026-04-15T14:10:01Z,38.324696,-89.798317,40.03,190.03,357.69,-0.65,-0.88,-45.50,9.69
602,2026-04-15T14:10:02Z,38.324776,-89.798332,39.32,189.32,357.69,-1.17,1.32,-44.62,10.10
603,2026-04-15T14:10:03Z,38.324885,-89.798350,40.71,190.71,357.69,0.93,1.33,-44.04,9.95
604,2026-04-15T14:10:04Z,38.324962,-89.798334,39.95,189.95,357.69,-1.34,0.61,-43.46,10.29
605,2026-04-15T14:10:05Z,38.325070,-89.798332,40.73,190.73,357.69,1.58,2.92,-45.05,10.21
606,2026-04-15T14:10:06Z,38.325127,-89.798350,40.09,190.09,357.69,-1.80,-0.74,-46.23,9.67
607,2026-04-15T14:10:07Z,38.325239,-89.798333,40.34,190.34,357.69,0.31,-1.29,-44.72,9.44
608,2026-04-15T14:10:08Z,38.325314,-89.798346,40.35,190.35,357.69,0.76,0.09,-43.27,9.87
609,2026-04-15T14:10:09Z,38.325394,-89.798357,40.62,190.62,357.69,-0.75,0.27,-45.92,9.85
610,2026-04-15T14:10:10Z,38.325496,-89.798379,39.91,189.91,357.69,-0.90,0.84,-45.38,9.16
611,2026-04-15T14:10:11Z,38.325587,-89.798361,40.79,190.79,357.69,1.81,-2.63,-45.85,9.71
612,2026-04-15T14:10:12Z,38.325685,-89.798373,40.06,190.06,357.69,-0.30,1.14,-45.49,10.35
613,2026-04-15T14:10:13Z,38.325765,-89.798402,40.34,190.34,357.69,1.51,1.51,-45.22,9.65
614,2026-04-15T14:10:14Z,38.325861,-89.798383,39.90,189.90,357.69,2.17,-0.85,-44.47,9.42
615,2026-04-15T14:10:15Z,38.325953,-89.798387,40.11,190.11,357.69,-1.31,1.49,-44.83,10.36
616,2026-04-15T14:10:16Z,38.326040,-89.798399,39.98,189.98,357.69,-1.76,-2.58,-45.27,10.23
617,2026-04-15T14:10:17Z,38.326136,-89.798403,40.69,190.69,357.69,2.10,2.18,-44.74,10.52
618,2026-04-15T14:10:18Z,38.326225,-89.798412,38.66,188.66,357.69,-1.16,-0.30,-47.49,10.16
619,2026-04-15T14:10:19Z,38.326318,-89.798411,39.70,189.70,357.69,-1.22,-1.27,-45.97,9.54
620,2026-04-15T14:10:20Z,38.326387,-89.798415,39.83,189.83,357.69,-2.63,-0.67,-45.89,10.34
621,2026-04-15T14:10:21Z,38.326492,-89.798418,40.42,190.42,357.69,0.00,0.79,-45.75,10.74
622,2026-04-15T14:10:22Z,38.326578,-89.798422,41.07,191.07,357.69,-0.20,0.03,-45.75,9.54
623,2026-04-15T14:10:23Z,38.326672,-89.798427,40.06,190.06,357.69,1.10,-1.40,-45.37,9.71
624,2026-04-15T14:10:24Z,38.326766,-89.798415,39.62,189.62,357.69,-0.13,1.57,-44.89,10.25
625,2026-04-15T14:10:25Z,38.326864,-89.798418,39.51,189.51,357.69,-1.13,-0.12,-46.82,9.87
626,2026-04-15T14:10:26Z,38.326924,-89.798429,40.17,190.17,357.69,-1.36,-1.58,-45.19,10.30
627,2026-04-15T14:10:27Z,38.327041,-89.798444,40.09,190.09,357.69,0.57,0.27,-44.57,10.47
628,2026-04-15T14:10:28Z,38.327117,-89.798432,39.95,189.95,357.69,1.02,1.42,-45.47,9.71
629,2026-04-15T14:10:29Z,38.327215,-89.798442,38.32,188.32,357.69,0.60,-1.40,-43.31,9.31
630,2026-04-15T14:10:30Z,38.327301,-89.798460,40.03,190.03,357.69,-0.96,0.18,-44.00,9.85
631,2026-04-15T14:10:31Z,38.327374,-89.798461,39.78,189.78,357.69,-1.13,0.22,-46.07,10.03
632,2026-04-15T14:10:32Z,38.327478,-89.798471,39.17,189.17,357.69,-4.22,-0.56,-46.49,10.17
633,2026-04-15T14:10:33Z,38.327570,-89.798477,40.41,190.41,357.69,-0.32,1.68,-45.46,9.92
634,2026-04-15T14:10:34Z,38.327657,-89.798461,40.33,190.33,357.69,0.69,-0.79,-43.93,10.79
635,2026-04-15T14:10:35Z,38.327756,-89.798485,40.27,190.27,357.69,0.75,0.05,-45.13,9.97
636,2026-04-15T14:10:36Z,38.327852,-89.798482,39.33,189.33,357.69,-0.45,0.47,-44.76,10.08
637,2026-04-15T14:10:37Z,38.327930,-89.798511,39.22,189.22,357.69,-0.04,2.01,-44.47,10.56
638,2026-04-15T14:10:38Z,38.328012,-89.798515,40.26,190.26,357.69,2.63,-0.30,-44.92,10.21
639,2026-04-15T14:10:39Z,38.328091,-89.798508,40.12,190.12,357.69,-1.31,2.13,-43.40,9.86
640,2026-04-15T14:10:40Z,38.328187,-89.798504,39.79,189.79,357.69,0.36,0.90,-45.94,10.59
641,2026-04-15T14:10:41Z,38.328298,-89.798513,40.93,190.93,357.69,-0.98,0.79,-44.76,10.44
642,2026-04-15T14:10:42Z,38.328374,-89.798506,39.99,189.99,357.69,-0.95,-1.12,-44.92,10.01
643,2026-04-15T14:10:43Z,38.328468,-89.798507,39.32,189.32,357.69,2.39,-1.02,-46.04,10.04
644,2026-04-15T14:10:44Z,38.328548,-89.798515,39.37,189.37,357.69,-1.00,-0.86,-45.31,10.01
645,2026-04-15T14:10:45Z,38.328643,-89.798532,39.97,189.97,357.69,-0.68,0.71,-45.48,10.11
646,2026-04-15T14:10:46Z,38.328732,-89.798532,39.14,189.14,357.69,-1.00,-1.53,-45.23,9.67
647,2026-04-15T14:10:47Z,38.328819,-89.798548,40.51,190.51,357.69,1.49,0.45,-43.88,10.83
648,2026-04-15T14:10:48Z,38.328918,-89.798545,40.06,190.06,357.69,-3.31,-1.26,-45.83,9.87
649,2026-04-15T14:10:49Z,38.329010,-89.798552,39.10,189.10,357.69,0.43,1.15,-44.64,9.99
650,2026-04-15T14:10:50Z,38.329117,-89.798561,40.66,190.66,357.69,-0.95,-0.19,-45.75,10.37
651,2026-04-15T14:10:51Z,38.329184,-89.798561,39.78,189.78,357.69,-1.55,1.69,-44.12,10.00
652,2026-04-15T14:10:52Z,38.329269,-89.798551,39.47,189.47,357.69,0.47,0.82,-45.74,9.29
653,2026-04-15T14:10:53Z,38.329370,-89.798543,41.51,191.51,357.69,0.49,-1.84,-42.17,9.65
654,2026-04-15T14:10:54Z,38.329451,-89.798560,40.05,190.05,357.69,-0.31,-2.03,-45.64,9.58
655,2026-04-15T14:10:55Z,38.329542,-89.798572,38.86,188.86,357.69,3.83,-1.43,-44.67,9.97
656,2026-04-15T14:10:56Z,38.329631,-89.798611,39.50,189.50,357.69,1.27,-0.05,-45.22,9.73
657,2026-04-15T14:10:57Z,38.329730,-89.798582,39.92,189.92,357.69,-2.06,-0.31,-43.75,10.27
658,2026-04-15T14:10:58Z,38.329795,-89.798597,40.08,190.08,357.69,-0.50,0.64,-45.89,10.09
659,2026-04-15T14:10:59Z,38.329913,-89.798591,40.91,190.91,357.69,0.83,2.12,-45.80,10.34
660,2026-04-15T14:11:00Z,38.329991,-89.798617,40.44,190.44,357.69,-0.73,-1.83,-43.88,10.66
661,2026-04-15T14:11:01Z,38.330077,-89.798608,40.77,190.77,357.69,-0.28,2.42,-44.41,9.86
662,2026-04-15T14:11:02Z,38.330164,-89.798589,39.13,189.13,357.69,0.74,-0.79,-45.78,10.40
663,2026-04-15T14:11:03Z,38.330253,-89.798591,40.06,190.06,357.69,0.86,1.81,-44.68,9.75
664,2026-04-15T14:11:04Z,38.330360,-89.798605,40.03,190.03,357.69,-0.17,-1.49,-46.27,10.13
665,2026-04-15T14:11:05Z,38.330447,-89.798629,39.99,189.99,357.69,1.46,0.42,-44.69,9.90
666,2026-04-15T14:11:06Z,38.330530,-89.798627,39.83,189.83,357.69,-2.59,-0.03,-44.63,10.10
667,2026-04-15T14:11:07Z,38.330626,-89.798642,39.79,189.79,357.69,-0.81,-1.83,-46.09,9.85
668,2026-04-15T14:11:08Z,38.330713,-89.798630,40.07,190.07,357.69,0.58,-0.30,-45.50,9.65
669,2026-04-15T14:11:09Z,38.330794,-89.798645,40.36,190.36,357.69,-0.18,-1.50,-42.21,9.93
670,2026-04-15T14:11:10Z,38.330872,-89.798667,39.74,189.74,357.69,2.66,0.77,-44.70,10.08
671,2026-04-15T14:11:11Z,38.330991,-89.798647,39.02,189.02,357.69,0.33,3.25,-45.72,10.10
672,2026-04-15T14:11:12Z,38.331083,-89.798668,40.77,190.77,357.69,1.26,1.06,-44.32,10.05
673,2026-04-15T14:11:13Z,38.331163,-89.798665,39.92,189.92,357.69,-0.17,-2.41,-44.83,9.69
674,2026-04-15T14:11:14Z,38.331261,-89.798648,40.66,190.66,357.69,-0.23,-0.38,-44.61,10.06
675,2026-04-15T14:11:15Z,38.331348,-89.798663,39.33,189.33,357.69,0.72,1.49,-44.95,10.55
676,2026-04-15T14:11:16Z,38.331429,-89.798649,39.47,189.47,357.69,2.99,0.36,-45.43,9.32
677,2026-04-15T14:11:17Z,38.331516,-89.798699,40.93,190.93,357.69,0.76,1.24,-45.91,10.28
678,2026-04-15T14:11:18Z,38.331615,-89.798668,38.90,188.90,357.69,1.12,0.15,-45.89,10.24
679,2026-04-15T14:11:19Z,38.331700,-89.798690,40.18,190.18,357.69,1.15,-0.78,-45.52,9.79
680,2026-04-15T14:11:20Z,38.331801,-89.798692,40.27,190.27,357.69,2.28,-2.18,-44.90,9.48
681,2026-04-15T14:11:21Z,38.331879,-89.798703,39.86,189.86,357.69,2.61,-0.35,-45.36,10.49
682,2026-04-15T14:11:22Z,38.331954,-89.798679,39.47,189.47,357.69,0.16,1.10,-43.48,9.64
683,2026-04-15T14:11:23Z,38.332080,-89.798695,39.76,189.76,357.69,-0.27,1.21,-44.05,9.74
684,2026-04-15T14:11:24Z,38.332156,-89.798730,39.72,189.72,357.69,-0.80,-0.12,-42.27,10.58
685,2026-04-15T14:11:25Z,38.332240,-89.798696,40.92,190.92,357.69,-0.65,-3.42,-45.86,10.30
686,2026-04-15T14:11:26Z,38.332336,-89.798711,40.59,190.59,357.69,0.30,-3.08,-45.88,9.56
687,2026-04-15T14:11:27Z,38.332425,-89.798747,40.41,190.41,357.69,-2.15,-0.39,-43.28,10.73
688,2026-04-15T14:11:28Z,38.332514,-89.798722,40.05,190.05,357.69,-0.21,1.93,-44.91,9.45
689,2026-04-15T14:11:29Z,38.332606,-89.798735,39.56,189.56,357.69,-1.58,-2.04,-45.02,9.83
690,2026-04-15T14:11:30Z,38.332688,-89.798747,40.35,190.35,357.69,0.64,0.75,-43.33,9.63
691,2026-04-15T14:11:31Z,38.332783,-89.798731,40.04,190.04,357.69,1.28,2.52,-45.12,9.44
692,2026-04-15T14:11:32Z,38.332888,-89.798734,41.00,191.00,357.69,-1.33,0.08,-45.73,9.93
693,2026-04-15T14:11:33Z,38.332961,-89.798752,40.08,190.08,357.69,-1.46,-0.79,-43.73,9.96
694,2026-04-15T14:11:34Z,38.333048,-89.798770,38.99,188.99,357.69,0.42,-1.77,-46.79,9.87
695,2026-04-15T14:11:35Z,38.333144,-89.798722,40.44,190.44,357.69,-0.18,-0.18,-46.27,9.60
696,2026-04-15T14:11:36Z,38.333216,-89.798765,40.40,190.40,357.69,-1.02,0.76,-44.48,10.10
697,2026-04-15T14:11:37Z,38.333310,-89.798782,40.32,190.32,357.69,0.61,1.77,-43.53,10.45
698,2026-04-15T14:11:38Z,38.333395,-89.798767,40.66,190.66,357.69,2.14,-0.88,-44.32,10.45
699,2026-04-15T14:11:39Z,38.333505,-89.798784,40.10,190.10,357.69,-1.27,0.49,-43.95,9.47
700,2026-04-15T14:11:40Z,38.333588,-89.798764,40.74,190.74,357.69,-0.15,-0.76,-44.18,9.61
701,2026-04-15T14:11:41Z,38.333684,-89.798796,40.46,190.46,357.69,1.77,-3.66,-45.18,9.47
702,2026-04-15T14:11:42Z,38.333762,-89.798783,40.13,190.13,357.69,-2.02,-0.88,-43.82,9.12
703,2026-04-15T14:11:43Z,38.333872,-89.798788,40.71,190.71,357.69,0.62,0.19,-46.08,9.70
704,2026-04-15T14:11:44Z,38.333944,-89.798805,40.23,190.23,357.69,-0.82,-0.80,-46.90,10.20
705,2026-04-15T14:11:45Z,38.334042,-89.798806,39.99,189.99,357.69,-0.74,-1.45,-45.60,10.22
706,2026-04-15T14:11:46Z,38.334124,-89.798807,39.70,189.70,357.69,-1.99,-0.61,-46.75,9.82
707,2026-04-15T14:11:47Z,38.334211,-89.798808,40.09,190.09,357.69,-0.34,1.35,-46.18,9.94
708,2026-04-15T14:11:48Z,38.334311,-89.798827,40.14,190.14,357.69,-0.81,0.47,-45.65,9.94
709,2026-04-15T14:11:49Z,38.334386,-89.798829,39.37,189.37,357.69,-0.91,-1.90,-44.64,10.06
710,2026-04-15T14:11:50Z,38.334490,-89.798830,39.85,189.85,357.69,-0.41,0.39,-46.13,10.37
711,2026-04-15T14:11:51Z,38.334582,-89.798834,40.26,190.26,357.69,-1.13,-1.80,-45.21,9.89
712,2026-04-15T14:11:52Z,38.334662,-89.798852,40.63,190.63,357.69,-3.05,-3.21,-46.52,10.41
713,2026-04-15T14:11:53Z,38.334758,-89.798811,39.41,189.41,357.69,2.00,-0.74,-43.88,9.87
714,2026-04-15T14:11:54Z,38.334855,-89.798847,40.44,190.44,357.69,-2.10,-0.26,-45.63,10.37
715,2026-04-15T14:11:55Z,38.334936,-89.798865,39.50,189.50,357.69,-0.01,2.08,-44.79,10.02
716,2026-04-15T14:11:56Z,38.335039,-89.798841,40.57,190.57,357.69,-1.16,0.70,-46.32,8.59
